id_recipe,prep_time,cook_time,total_time,freeze_time,cool_time,stand_time,chill_time,soak_time,marinate_time,additional_time,refrigerate_time,rest_time,active_time,bake_time,grill_time,rise_time,fry_time,other_time_time,roast_time,process_time,release_pressure_time
6598890,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6562997,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6562041,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6561784,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6575580,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6587322,,25 mins,25 mins,,,,,,,,,,,,,,,,,,
6562727,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6565511,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6577855,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6566044,15 mins, 1 hr 35 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6567444,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6664550,5 mins,40 mins,45 mins,,,,,,,,,,,,,,,,,,
6572626,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6739544,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6567290,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6566952,5 mins,12 mins,17 mins,,,,,,,,,,,,,,,,,,
6584030,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6648299,10 mins,7 mins,17 mins,,,,,,,,,,,,,,,,,,
6562655,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6565690,,,,,,,,,,,,,,,,,,,,,
6572773,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6582794,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6577145,5 mins,36 mins,41 mins,,,,,,,,,,,,,,,,,,
6562060,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6567850,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6561405,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6567493,10 mins,10 mins,30 mins,,,,,,,10 mins,,,,,,,,,,,
6574437,10 mins, 2 hrs 15 mins, 2 hrs 25 mins,,,,,,,,,,,,,,,,,,
6562133,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6567300,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6581900,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6578353,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6591000,35 mins, 1 hr 10 mins, 1 hr 55 mins,,,,,,,10 mins,,,,,,,,,,,
6566525,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6597586,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6565394,25 mins,5 mins,30 mins,,,,,,,,,,,,,,,,,,
6566407,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6565269,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6571186,30 mins, 2 hrs 30 mins, 3 hrs,,,,,,,,,,,,,,,,,,
6739007,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6567812,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6563756,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6562436,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6786854,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
7569245,35 mins,25 mins, 1 hr,,,,,,,,,,,,,,,,,,
7552423,15 mins,8 mins, 8 hrs 33 mins,,,,,, 8 hrs,,,10 mins,,,,,,,,,
7104573,25 mins,,25 mins,,,,,,,,,,,,,,,,,,
7104347,,,20 mins,,,,,,,,,,20 mins,,,,,,,,
6780445,,,10 mins,,,,,,,10 mins,,,,,,,,,,,
6822450,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6664146,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6664101,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6651026,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6793299,10 mins,40 mins,50 mins,,,,,,,,,,,,,,,,,,
6737537,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
7558620,15 mins,0 mins,15 mins,,,,,,,,,,,,,,,,,,
7550384,15 mins,,20 mins,,,5 mins,,,,,,,,,,,,,,,
7182160,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6891719,,,15 mins,,,,,,,,,,15 mins,,,,,,,,
6649160,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6648729,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6564733,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6738323,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6738532,25 mins,10 mins,35 mins,,,,,,,,,,,,,,,,,,
6664732,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6580398,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6576814,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6649401,20 mins,,30 mins,,,,,,,10 mins,,,,,,,,,,,
6739420,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6739579,20 mins,, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6578650,30 mins,,30 mins,,,,,,,,,,,,,,,,,,
6603947,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6650076,20 mins,, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6583066,20 mins,10 mins,40 mins,,,,,,,10 mins,,,,,,,,,,,
6596892,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6578375,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6581067,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6594005,20 mins,5 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6596191,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6650203,30 mins,15 mins, 2 hrs 45 mins,,,,,,, 2 hrs,,,,,,,,,,,
6594947,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6569094,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6590854,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6579974,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6739780,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6570074,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6573567,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6586631,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6595384,5 mins,15 mins,55 mins,,,,,,,35 mins,,,,,,,,,,,
6575059,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6567098,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6739447,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6582758,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6587513,20 mins,, 4 hrs 20 mins,,,,,,, 4 hrs,,,,,,,,,,,
6569932,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6604698,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6576463,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6574063,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6604721,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6573672,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6590930,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6576722,15 mins,50 mins, 1 hr 20 mins,,,,,,,15 mins,,,,,,,,,,,
6580286,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6588200,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6592391,15 mins, 1 hr 5 mins, 1 hr 40 mins,,,,,,,20 mins,,,,,,,,,,,
6738848,25 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,
6596255,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6596631,25 mins, 1 hr, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6575764,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6601442,30 mins,30 mins, 1 hr,,,,,,,,,,,,,,,,,,
6599591,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6597440,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6649162,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6573393,15 mins, 1 hr 11 mins, 1 hr 30 mins,,,,,,,4 mins,,,,,,,,,,,
6585694,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6587718,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6582785,10 mins, 1 hr 35 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6592874,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6603059,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6739474,15 mins,45 mins, 1 hr 15 mins,,,,,,,15 mins,,,,,,,,,,,
6588499,5 mins,15 mins,25 mins,,,,,,,5 mins,,,,,,,,,,,
6564242,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6588817,20 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6576022,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6663494,5 mins,4 mins,9 mins,,,,,,,,,,,,,,,,,,
6596674,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
7499734,30 mins,40 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
7498920,10 mins,6 mins,31 mins,,,15 mins,,,,,,,,,,,,,,,
7482478,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6811101,,,,,,,,,,,,,,,,,,,,,
6664822,25 mins, 1 hr 5 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6741324,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6663975,20 mins, 2 hrs, 2 hrs 20 mins,,,,,,,,,,,,,,,,,,
6649921,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6648277,10 mins, 8 hrs, 8 hrs 10 mins,,,,,,,,,,,,,,,,,,
6738121,15 mins, 1 hr 40 mins, 1 hr 55 mins,,,,,,,,,,,,,,,,,,
6650125,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6649446,10 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,10 mins,,,,,,,,,,,
6664150,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6650132,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6737579,15 mins,45 mins, 2 hrs,,,,,,, 1 hr,,,,,,,,,,,
7113069,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6663615,25 mins,10 mins,35 mins,,,,,,,,,,,,,,,,,,
6591848,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6650697,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6605911,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6738943,20 mins,10 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6602564,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6649966,20 mins,20 mins,55 mins,,,,,,,15 mins,,,,,,,,,,,
6591148,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6569795,15 mins,10 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6573438,15 mins,39 mins,54 mins,,,,,,,,,,,,,,,,,,
6584602,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6595273,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6591946,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6597281,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6738147,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6601993,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6593468,25 mins,55 mins, 1 hr 30 mins,,,,,,,10 mins,,,,,,,,,,,
6576853,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6583870,15 mins, 1 hr 15 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6589809,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6574140,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6592555,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6588616,10 mins,2 days 2 hrs,2 days 2 hrs 25 mins,,,,,,,15 mins,,,,,,,,,,,
6585305,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6605724,20 mins,45 mins, 1 hr 15 mins,,,,,,,10 mins,,,,,,,,,,,
6572943,25 mins,45 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6586380,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6574491,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6602395,20 mins, 1 hr 20 mins, 1 hr 40 mins,,,,,,,,,,,,,,,,,,
6601070,20 mins,20 mins,55 mins,,,,,,,15 mins,,,,,,,,,,,
6569710,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6739246,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6571123,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6571502,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6583623,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6572201,30 mins, 1 hr 5 mins, 1 hr 50 mins,,,,,,,15 mins,,,,,,,,,,,
6590897,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6602215,30 mins,31 mins, 1 hr 31 mins,,,,,,,30 mins,,,,,,,,,,,
6601711,10 mins, 2 hrs 30 mins, 10 hrs 40 mins,,,,,,, 8 hrs,,,,,,,,,,,
6586649,10 mins,55 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6566029,20 mins, 1 hr 15 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6587949,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6567651,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6664987,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6649267,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6577506,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6579111,15 mins, 3 hrs 10 mins, 3 hrs 25 mins,,,,,,,,,,,,,,,,,,
6591342,20 mins, 2 hrs 30 mins, 2 hrs 50 mins,,,,,,,,,,,,,,,,,,
6575255,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6600475,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6595889,10 mins, 1 hr 20 mins, 1 hr 40 mins,,,,,,,10 mins,,,,,,,,,,,
6738482,45 mins,5 mins, 1 hr 20 mins,,,,,,,30 mins,,,,,,,,,,,
6595174,15 mins,45 mins, 3 hrs 15 mins,,,,,,, 2 hrs 15 mins,,,,,,,,,,,
6590000,20 mins, 1 hr 5 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6573799,15 mins,10 mins, 2 hrs 25 mins,,,,,,, 2 hrs,,,,,,,,,,,
6595763,30 mins,25 mins, 1 hr 25 mins,,,,,,,30 mins,,,,,,,,,,,
6599369,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6663827,45 mins,25 mins, 1 hr 15 mins,,,,,,,5 mins,,,,,,,,,,,
6663600,20 mins, 1 hr 15 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6580565,35 mins, 1 hr, 2 hrs 35 mins,,,,,,, 1 hr,,,,,,,,,,,
6738926,15 mins,40 mins, 1 hr 55 mins,,,,,,, 1 hr,,,,,,,,,,,
6739399,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6737029,20 mins, 1 hr, 1 hr 50 mins,,,,,,,30 mins,,,,,,,,,,,
6573100,25 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,
6741726,30 mins,35 mins, 1 hr 10 mins,,,,,,,5 mins,,,,,,,,,,,
6590601,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6738232,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6579663,40 mins, 2 hrs, 2 hrs 40 mins,,,,,,,,,,,,,,,,,,
6582170,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6737175,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6592266,20 mins,4 mins,24 mins,,,,,,,,,,,,,,,,,,
6602891,45 mins, 1 hr 15 mins, 2 hrs,,,,,,,,,,,,,,,,,,
6594100,20 mins,15 mins, 1 hr 20 mins,,,,,,,45 mins,,,,,,,,,,,
6605022,20 mins,5 mins,25 mins,,,,,,,,,,,,,,,,,,
6648857,35 mins,10 mins,45 mins,,,,,,,,,,,,,,,,,,
6664972,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6664148,30 mins,50 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6737963,30 mins,10 mins, 2 hrs 10 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6595515,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6586101,,,,,,,,,,,,,,,,,,,,,
6576386,25 mins,25 mins,55 mins,,,,,,,5 mins,,,,,,,,,,,
6561787,25 mins, 1 hr 30 mins, 1 hr 55 mins,,,,,,,,,,,,,,,,,,
6584247,30 mins,45 mins, 1 hr 45 mins,,,,,,,30 mins,,,,,,,,,,,
6577082,25 mins,20 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6737676,45 mins, 1 hr 5 mins, 2 hrs 5 mins,,,,,,,15 mins,,,,,,,,,,,
6580879,30 mins, 2 hrs, 2 hrs 45 mins,,,,,,,15 mins,,,,,,,,,,,
6590246,45 mins, 2 hrs, 10 hrs 45 mins,,,,,,, 8 hrs,,,,,,,,,,,
6606092,40 mins, 2 hrs 30 mins, 9 hrs 10 mins,,,,,,, 6 hrs,,,,,,,,,,,
6663872,15 mins,15 mins, 1 hr 30 mins,,,, 1 hr,,,,,,,,,,,,,,
6575866, 2 hrs,20 mins,1 day 3 hrs 20 mins,,,,,,,1 day 1 hr,,,,,,,,,,,
6738788,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6581964,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6605945,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6589053,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6586103,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6604744,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6589380,20 mins,8 mins,58 mins,,,,,,,30 mins,,,,,,,,,,,
6599132,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6663836,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6568883,35 mins, 1 hr 40 mins, 2 hrs 35 mins,,,,,,,20 mins,,,,,,,,,,,
6564965,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6736888,30 mins,30 mins, 4 hrs 10 mins,,,,,,, 3 hrs 10 mins,,,,,,,,,,,
6579009,15 mins,15 mins, 1 hr,,,,,,,30 mins,,,,,,,,,,,
6562064,15 mins, 1 hr 5 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6664248,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6587659,30 mins, 2 hrs 35 mins, 3 hrs 5 mins,,,,,,,,,,,,,,,,,,
6753853,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6822295,30 mins,10 mins,40 mins,,,,,,,,,,,,,,,,,,
6663409,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6598248,20 mins,15 mins, 12 hrs 35 mins,,,,,,, 12 hrs,,,,,,,,,,,
6584971,30 mins,10 mins,40 mins,,,,,,,,,,,,,,,,,,
6664091,20 mins, 2 hrs, 2 hrs 25 mins,,,,,,,5 mins,,,,,,,,,,,
6649574, 1 hr,20 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6576490,45 mins,,45 mins,,,,,,,,,,,,,,,,,,
6565403,30 mins, 3 hrs 15 mins, 3 hrs 45 mins,,,,,,,,,,,,,,,,,,
6597762,15 mins, 4 hrs, 4 hrs 15 mins,,,,,,,,,,,,,,,,,,
6605716,30 mins,,1 day 30 mins,,,,,,,1 day,,,,,,,,,,,
6649029,10 mins, 1 hr 20 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6583280,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6581829,35 mins, 1 hr 5 mins, 1 hr 55 mins,,,,,,,15 mins,,,,,,,,,,,
6586490,10 mins, 1 hr 30 mins, 1 hr 40 mins,,,,,,,,,,,,,,,,,,
6568291,25 mins,30 mins, 1 hr 10 mins,,,,,,,15 mins,,,,,,,,,,,
6581763,20 mins, 2 hrs 45 mins, 3 hrs 15 mins,,,,,,,10 mins,,,,,,,,,,,
6586042,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6597965, 1 hr,10 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6574206,10 mins, 1 hr 10 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6738910,30 mins,45 mins, 2 hrs 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6665018,20 mins,10 mins,40 mins,,,,,,,10 mins,,,,,,,,,,,
6663175,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6594910,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6569236,,,,,,,,,,,,,,,,,,,,,
6591182, 1 hr,24 mins, 1 hr 24 mins,,,,,,,,,,,,,,,,,,
6571545,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6596288,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6575458,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6605133, 5 hrs,10 mins, 6 hrs 30 mins,,,,,,, 1 hr 20 mins,,,,,,,,,,,
6582596,10 mins,30 mins,55 mins,,,,,,,15 mins,,,,,,,,,,,
6741676, 1 hr,30 mins, 1 hr 35 mins,,,,,,,5 mins,,,,,,,,,,,
6598282,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6589075,25 mins, 1 hr 10 mins, 1 hr 40 mins,,,,,,,5 mins,,,,,,,,,,,
6591007,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
7371801,20 mins, 8 hrs, 8 hrs 20 mins,,,,,,,,,,,,,,,,,,
6737168,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6649790,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6599504,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6582603,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6648202,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6738743,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6649486,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6581228,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6738110,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6602408,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6649363,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6602875,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6648292,20 mins, 1 hr 20 mins, 1 hr 50 mins,,,,,,,10 mins,,,,,,,,,,,
6663511,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6604352,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6648309,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6736432,15 mins,35 mins,55 mins,,,,,,,5 mins,,,,,,,,,,,
6569531,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6736361,15 mins, 2 hrs 15 mins, 2 hrs 30 mins,,,,,,,,,,,,,,,,,,
6584885,25 mins,47 mins, 1 hr 17 mins,,,,,,,5 mins,,,,,,,,,,,
6589927,15 mins,9 mins,24 mins,,,,,,,,,,,,,,,,,,
6603507,10 mins, 6 hrs, 6 hrs 10 mins,,,,,,,,,,,,,,,,,,
6595638,20 mins,35 mins,55 mins,,,,,,,,,,,,,,,,,,
6575932,15 mins, 1 hr 40 mins, 2 hrs,,,,,,,5 mins,,,,,,,,,,,
6605870,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6603787,15 mins,30 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6601767,30 mins, 2 hrs 30 mins, 3 hrs 15 mins,,,,,,,15 mins,,,,,,,,,,,
6605875,10 mins,50 mins, 1 hr 5 mins,,,,,,,5 mins,,,,,,,,,,,
6594827,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6738900,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6600193,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6599229,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6737465,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6598082,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6606263,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6739159,35 mins,35 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6573509,15 mins, 3 hrs 10 mins, 3 hrs 25 mins,,,,,,,,,,,,,,,,,,
6580773,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6571035,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6570556,20 mins, 1 hr 5 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6597714,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6590990,25 mins, 1 hr 30 mins, 1 hr 55 mins,,,,,,,,,,,,,,,,,,
6738759,25 mins, 2 hrs, 2 hrs 25 mins,,,,,,,,,,,,,,,,,,
6592538,15 mins, 3 hrs 5 mins, 3 hrs 20 mins,,,,,,,,,,,,,,,,,,
6582528,30 mins,35 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6571224,15 mins, 1 hr, 1 hr 20 mins,,,,,,,5 mins,,,,,,,,,,,
6650488,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6606272,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6739597,5 mins,, 1 hr 5 mins,,,,,,, 1 hr,,,,,,,,,,,
6584905,10 mins,,40 mins,,,,,,,30 mins,,,,,,,,,,,
6598398,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6737915,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6738150,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6580651,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6598853,20 mins,,50 mins,,,,,,,30 mins,,,,,,,,,,,
6586310,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6604600,25 mins,, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
